"filename", "language", "JSON", "TypeScript", "TypeScript JSX", "JSON with Comments", "XML", "Markdown", "JavaScript", "WebAssembly Text Format", "HTML", "Prisma", "CSS", "Properties", "comment", "blank", "total"
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\admin\rimorchi\rimorchio\new-category-btn.tsx", "TypeScript JSX", 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 149
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\admin\select-images.tsx", "TypeScript JSX", 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 206
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\auth\login-form.tsx", "TypeScript JSX", 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 109
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\preview\Mesh.tsx", "TypeScript JSX", 0, 0, 319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 58, 394
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\preview\TrailerCanvas.tsx", "TypeScript JSX", 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 24, 239
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\preview\color-list.tsx", "TypeScript JSX", 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 178
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\preview\footer-preview.tsx", "TypeScript JSX", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 40
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\preview\image-carousel-preview.tsx", "TypeScript JSX", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 49
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\preview\navbar-preview.tsx", "TypeScript JSX", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 127
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\preview\preview-component.tsx", "TypeScript JSX", 0, 0, 463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 70, 553
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\preview\selector-list.tsx", "TypeScript JSX", 0, 0, 286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 56, 410
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\accordion.tsx", "TypeScript JSX", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 58
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\alert-dialog.tsx", "TypeScript JSX", 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 142
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\alert.tsx", "TypeScript JSX", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 60
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\aspect-ratio.tsx", "TypeScript JSX", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 51
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\breadcrumb.tsx", "TypeScript JSX", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 116
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\button.tsx", "TypeScript JSX", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 59
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\calendar.tsx", "TypeScript JSX", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 73
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\card.tsx", "TypeScript JSX", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 77
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\carousel.tsx", "TypeScript JSX", 0, 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 263
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 31
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\collapsible.tsx", "TypeScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\command.tsx", "TypeScript JSX", 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 156
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\context-menu.tsx", "TypeScript JSX", 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 205
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 124
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\drawer.tsx", "TypeScript JSX", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 119
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 206
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\form.tsx", "TypeScript JSX", 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 177
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\hover-card.tsx", "TypeScript JSX", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\input-otp.tsx", "TypeScript JSX", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 72
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\input.tsx", "TypeScript JSX", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\label.tsx", "TypeScript JSX", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\menubar.tsx", "TypeScript JSX", 0, 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 241
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\navigation-menu.tsx", "TypeScript JSX", 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 129
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\pagination.tsx", "TypeScript JSX", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 122
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\popover.tsx", "TypeScript JSX", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 34
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\progress.tsx", "TypeScript JSX", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\radio-group.tsx", "TypeScript JSX", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 45
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\resizable.tsx", "TypeScript JSX", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 46
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\scroll-area.tsx", "TypeScript JSX", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 49
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\select.tsx", "TypeScript JSX", 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 165
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 141
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\slider.tsx", "TypeScript JSX", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\sonner.tsx", "TypeScript JSX", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\table.tsx", "TypeScript JSX", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 121
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 56
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\toast.tsx", "TypeScript JSX", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 130
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\toaster.tsx", "TypeScript JSX", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\toggle-group.tsx", "TypeScript JSX", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 62
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\toggle.tsx", "TypeScript JSX", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 46
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\components\ui\use-toast.ts", "TypeScript", 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32, 195
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\constants.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\data\images.tsx", "TypeScript JSX", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\data\trailer.ts", "TypeScript", 0, 397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 439
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\hooks\useAdminLoader.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\lib\prisma.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\lib\utils.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\middleware.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 30
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\next.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 2, 14
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\package-lock.json", "JSON", 10756, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10757
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\package.json", "JSON", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 95
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\postcss.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 2, 9
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\prisma\schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 0, 0, 0, 246, 0, 0, 8, 109, 363
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\draco_decoder.js", "JavaScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 4, 7, 35
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\draco_decoder.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 6613, 0, 0, 0, 0, 0, 67, 6680
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\draco_decoder_gltf.js", "JavaScript", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 7, 34
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\draco_decoder_gltf.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 4298, 0, 0, 0, 0, 0, 49, 4347
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\draco_encoder.js", "JavaScript", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 4, 7, 36
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\draco_encoder.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 8848, 0, 0, 0, 0, 0, 125, 8973
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\draco_encoder_wrapper.js", "JavaScript", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 1, 99
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\draco_wasm_wrapper.js", "JavaScript", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 1, 118
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\draco_wasm_wrapper_gltf.js", "JavaScript", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 1, 117
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\example\DRACOLoader.js", "JavaScript", 0, 0, 0, 0, 0, 0, 381, 0, 0, 0, 0, 0, 38, 252, 671
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\example\README.md", "Markdown", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 24, 73
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\example\geometry_helper.js", "JavaScript", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 27, 13, 103
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\example\webgl_loader_draco.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 30, 135
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\example\webgl_loader_draco_advanced.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 23, 171
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3d\README.md", "Markdown", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 25, 86
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3d\draco3d.js", "JavaScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 3, 12
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3d\draco_decoder.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 6613, 0, 0, 0, 0, 0, 67, 6680
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3d\draco_decoder_nodejs.js", "JavaScript", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 1, 118
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3d\draco_encoder.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 8848, 0, 0, 0, 0, 0, 125, 8973
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3d\draco_encoder_nodejs.js", "JavaScript", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 1, 99
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3d\draco_minimal_decoder_example.js", "JavaScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 11, 7, 33
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3d\draco_minimal_encoder_decoder_example.js", "JavaScript", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 16, 8, 50
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3d\draco_minimal_encoder_example.js", "JavaScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 10, 7, 32
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3d\draco_nodejs_example.js", "JavaScript", 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 34, 26, 183
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3d\package.json", "JSON", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3dgltf\README.md", "Markdown", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 21, 70
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3dgltf\draco3dgltf.js", "JavaScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 3, 12
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3dgltf\draco_decoder_gltf.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 4298, 0, 0, 0, 0, 0, 49, 4347
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3dgltf\draco_decoder_gltf_nodejs.js", "JavaScript", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 1, 117
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3dgltf\draco_encoder.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 8848, 0, 0, 0, 0, 0, 125, 8973
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3dgltf\draco_encoder_gltf_nodejs.js", "JavaScript", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 1, 99
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3dgltf\draco_nodejs_example.js", "JavaScript", 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 34, 26, 180
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\npm\draco3dgltf\package.json", "JSON", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\time_draco_decode.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 33, 210
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\with_asserts\draco_decoder.js", "JavaScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 4, 7, 35
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\with_asserts\draco_decoder.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 6583, 0, 0, 0, 0, 0, 79, 6662
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\with_asserts\draco_encoder.js", "JavaScript", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 4, 7, 36
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\with_asserts\draco_encoder.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 8762, 0, 0, 0, 0, 0, 107, 8869
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\with_asserts\draco_encoder_wrapper.js", "JavaScript", 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 1, 116
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\draco-gltf\with_asserts\draco_wasm_wrapper.js", "JavaScript", 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 1, 129
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\next.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\public\vercel.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\routes.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\schemas\schema-auth.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\schemas\schema-image.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\schemas\schema-trailer.ts", "TypeScript", 0, 414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 58, 492
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\tailwind.config.ts", "TypeScript", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 87
"c:\Users\giaco\Desktop\Sviluppo web\Ruetta\ruetta-website\tsconfig.json", "JSON with Comments", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"Total", "-", 10912, 4712, 22526, 27, 2, 182, 1896, 63711, 430, 246, 179, 7, 773, 4313, 109916
